id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1,likert_scale_Q2,likert_scale_Q3
1981,2024-11-09,24,,3,3,3
3953,2024-11-09,1328,,3,5,3
3921,2024-11-09,2584,,5,5,1
1742,2024-11-09,3643,,1,1,1
4317,2024-11-09,1727,,5,5,1
3915,2024-11-09,2620,,2,2,4
3213,2024-11-09,419,,3,3,3
782,2024-11-09,3656,,5,5,1
3748,2024-11-09,3718,,1,1,4
3623,2024-11-09,2404,,5,5,1
4688,2024-11-09,3382,,5,5,1
4000,2024-11-09,2674,,5,5,1
4198,2024-11-09,2421,,4,4,1
1270,2024-11-09,2133,,3,1,1
3830,2024-11-09,3805,,5,5,1
3233,2024-11-09,706,,3,3,3
2863,2024-11-09,979,,3,3,3
3598,2024-11-09,2811,,5,5,1
2799,2024-11-09,1532,,5,5,1
3079,2024-11-09,2667,,3,5,3
3583,2024-11-09,2496,1107,3,2,3
3815,2024-11-09,2510,3211,3,4,1
2026,2024-11-09,979,,5,5,1
2812,2024-11-09,1954,2292,5,5,1
623,2024-11-09,2138,,4,5,1
166,2024-11-09,1891,,4,4,1
1708,2024-11-09,3598,,3,3,3
4630,2024-11-09,389,,5,5,1
4564,2024-11-09,3452,,5,5,1
1975,2024-11-09,919,,5,5,1
3854,2024-11-09,271,,3,3,3
1931,2024-11-09,1484,,4,5,1
455,2024-11-09,2038,,5,5,1
2623,2024-11-09,1187,,3,5,3
3361,2024-11-09,209,,5,5,1
3694,2024-11-09,3421,,5,5,1
2285,2024-11-09,12,,4,4,2
967,2024-11-09,121,,5,5,1
4269,2024-11-09,2757,,5,5,1
271,2024-11-09,979,,5,5,1
589,2024-11-09,2614,,3,5,3
143,2024-11-09,1950,,5,5,1
2746,2024-11-09,3004,,3,3,3
826,2024-11-09,749,,5,5,1
2145,2024-11-09,3062,,1,3,4
1705,2024-11-09,1224,,4,4,2
3247,2024-11-09,3109,,5,5,1
874,2024-11-09,2279,,1,1,5
542,2024-11-09,979,,5,5,1
4505,2024-11-09,3274,,5,5,1
4642,2024-11-09,12,,3,3,3
3221,2024-11-09,3275,,3,3,3
1821,2024-11-09,1484,,5,5,1
4307,2024-11-09,2814,,5,5,1
1756,2024-11-09,3045,,5,5,1
2782,2024-11-09,2881,,5,5,1
3903,2024-11-09,256,,3,1,3
4573,2024-11-09,465,,5,5,1
3521,2024-11-09,2285,,5,5,1
1257,2024-11-09,372,,2,2,4
1267,2024-11-09,1891,,1,1,1
2455,2024-11-09,846,,5,5,1
419,2024-11-09,602,,3,5,3
1447,2024-11-09,1127,,3,5,3
751,2024-11-09,997,,3,4,1
1131,2024-11-09,3623,,3,3,3
3949,2024-11-09,1563,,3,3,3
3905,2024-11-09,942,,5,5,1
3036,2024-11-09,2312,,3,5,3
3075,2024-11-09,12,,3,3,3
3866,2024-11-09,22,,5,5,1
2410,2024-11-09,536,,5,5,1
3617,2024-11-09,1362,,2,2,5
1530,2024-11-09,2636,,5,5,1
3968,2024-11-09,2647,,3,4,3
4188,2024-11-09,424,,4,4,1
4017,2024-11-09,2170,,3,2,3
3629,2024-11-09,2126,,5,5,1
169,2024-11-09,1847,,5,5,1
2139,2024-11-09,2910,,5,5,1
667,2024-11-09,749,,5,5,1
4044,2024-11-09,2487,,5,5,1
520,2024-11-09,1506,,5,5,1
2936,2024-11-09,2118,,3,4,3
3534,2024-11-09,615,,4,4,1
3305,2024-11-09,1322,,5,5,1
4412,2024-11-09,1036,,3,3,3
610,2024-11-09,3315,,5,5,1
2554,2024-11-09,2163,,5,5,1
1532,2024-11-09,3446,,5,5,1
445,2024-11-09,2372,,1,1,1
3795,2024-11-09,210,,5,5,1
15,2024-11-09,2118,,5,5,1
3414,2024-11-09,1852,,5,5,1
2841,2024-11-09,3601,,5,5,1
1016,2024-11-09,2195,,5,4,1
4085,2024-11-09,14,,5,5,1
489,2024-11-09,2334,,5,5,1
2007,2024-11-09,959,,5,5,1
130,2024-11-09,474,,2,1,3
1626,2024-11-09,136,,4,4,1
2512,2024-11-09,210,,3,3,3
2450,2024-11-09,2696,,1,1,1
602,2024-11-09,2409,,5,5,1
2190,2024-11-09,3736,,5,5,1
4665,2024-11-09,3245,,5,5,1
2387,2024-11-09,155,,2,2,4
555,2024-11-09,1476,,3,1,3
2266,2024-11-09,1143,,5,5,1
3241,2024-11-09,3334,,5,5,1
4533,2024-11-09,702,,5,5,1
3033,2024-11-09,582,,3,5,3
1204,2024-11-09,1952,,4,4,3
2733,2024-11-09,1084,,5,5,1
3134,2024-11-09,1527,,5,5,1
581,2024-11-09,520,,1,3,4
543,2024-11-09,3626,,3,3,3
3659,2024-11-09,1937,,5,5,1
4184,2024-11-09,951,,5,5,1
951,2024-11-09,2073,,5,5,1
2520,2024-11-09,1020,,4,5,1
986,2024-11-09,174,,3,5,3
385,2024-11-09,81,,5,5,1
4382,2024-11-09,3391,,5,5,1
355,2024-11-09,2803,,3,3,3
3322,2024-11-09,2118,,4,4,2
278,2024-11-09,799,,5,5,1
1863,2024-11-09,163,,4,4,1
4330,2024-11-09,2163,,5,5,1
4150,2024-11-09,2425,,5,5,1
292,2024-11-09,131,,5,5,1
1764,2024-11-09,2803,,3,4,3
3887,2024-11-09,959,,3,5,3
3603,2024-11-09,3711,,5,5,1
3506,2024-11-09,2553,,5,5,1
1585,2024-11-09,203,,3,3,3
1145,2024-11-09,1748,,5,5,1
2448,2024-11-09,3784,,3,1,3
3639,2024-11-09,2794,,5,5,1
3653,2024-11-09,2249,,5,5,1
2651,2024-11-09,543,,3,5,3
416,2024-11-09,3124,,5,5,1
1072,2024-11-09,2861,,3,3,3
225,2024-11-09,3460,,5,5,1
1479,2024-11-09,2118,,3,3,3
707,2024-11-09,1200,,5,5,1
823,2024-11-09,3296,,3,5,3
4205,2024-11-09,2468,743,5,5,1
1637,2024-11-09,2034,,3,5,3
2051,2024-11-09,3373,,4,4,1
4111,2024-11-09,662,,5,5,1
1736,2024-11-09,2473,,3,5,3
41,2024-11-09,753,,3,5,3
2911,2024-11-09,2591,,5,5,1
2486,2024-11-09,203,,5,5,1
2022,2024-11-09,2118,,3,3,3
1878,2024-11-09,794,,5,5,1
1826,2024-11-09,544,,5,5,1
1767,2024-11-09,1091,,5,5,1
363,2024-11-09,2370,,5,5,1
448,2024-11-09,3271,,3,3,3
2676,2024-11-09,635,,5,5,1
479,2024-11-09,288,,5,5,1
2171,2024-11-09,1633,,5,5,1
3698,2024-11-09,3344,,5,5,1
4234,2024-11-09,3601,,5,5,1
2203,2024-11-09,3029,,5,5,1
4231,2024-11-09,2249,,5,5,1
478,2024-11-09,2491,,1,1,1
1698,2024-11-09,2050,,5,5,1
3730,2024-11-09,388,,5,5,1
2693,2024-11-09,1522,,5,5,1
3058,2024-11-09,1400,,5,5,1
956,2024-11-09,2501,,5,5,1
1398,2024-11-09,413,,1,1,4
925,2024-11-09,889,,3,5,3
1528,2024-11-09,49,,5,5,1
1631,2024-11-09,547,,5,5,1
987,2024-11-09,331,,5,5,1
758,2024-11-09,13,,5,5,1
259,2024-11-09,1089,,1,1,4
3995,2024-11-09,28,,5,5,1
4480,2024-11-09,1693,,3,3,3
2466,2024-11-09,627,,3,1,3
168,2024-11-09,1345,,5,5,1
994,2024-11-09,127,,5,5,1
3354,2024-11-09,575,,5,5,1
4413,2024-11-09,272,,5,5,1
2707,2024-11-09,2964,,5,5,1
3520,2024-11-09,3373,,5,5,1
2255,2024-11-09,3221,1069,3,3,1
4056,2024-11-09,1095,,5,5,1
3765,2024-11-09,375,,3,3,3
692,2024-11-09,3124,,4,4,1
3809,2024-11-09,2198,,3,3,1
2062,2024-11-09,3131,,4,4,1
4570,2024-11-09,703,,3,3,3
2528,2024-11-09,351,,3,1,3
1312,2024-11-09,2819,,5,5,1
1194,2024-11-09,1870,,5,5,1
4501,2024-11-09,1298,,5,5,1
897,2024-11-09,2631,,1,1,4
3401,2024-11-09,1398,,5,5,1
3606,2024-11-09,684,,3,3,3
232,2024-11-09,1908,,5,5,1
4504,2024-11-09,3729,,3,1,3
2851,2024-11-09,1250,,5,5,1
3077,2024-11-09,1979,,5,5,1
3296,2024-11-09,703,,5,5,1
4112,2024-11-09,1160,,3,3,3
861,2024-11-09,992,,1,1,4
688,2024-11-09,2728,,5,5,1
3590,2024-11-09,2451,,5,5,1
1632,2024-11-09,2004,,5,5,1
3048,2024-11-09,358,,5,5,1
4684,2024-11-09,2538,,3,3,3
1173,2024-11-09,1850,,5,5,1
1154,2024-11-09,531,,5,5,1
3501,2024-11-09,1147,,5,5,1
59,2024-11-09,1152,,3,4,1
913,2024-11-09,1979,,3,3,3
4206,2024-11-09,3704,,3,3,3
3716,2024-11-09,1053,,5,5,1
1307,2024-11-09,2987,,5,5,1
2580,2024-11-09,1554,,5,5,1
3855,2024-11-09,2599,,5,5,1
1455,2024-11-09,238,,5,5,1
568,2024-11-09,3768,,5,5,1
1165,2024-11-09,1086,,5,5,1
3146,2024-11-09,2538,,5,5,1
167,2024-11-09,1636,,3,3,3
3228,2024-11-09,2263,,3,5,3
8,2024-11-09,240,,4,4,1
3865,2024-11-09,3487,,5,5,1
4532,2024-11-09,1475,,3,3,1
2262,2024-11-09,1972,,5,5,2
1074,2024-11-09,3704,3704,3,3,3
2402,2024-11-09,1754,,3,3,3
1383,2024-11-09,1298,,3,4,3
4246,2024-11-09,2451,,3,4,3
4195,2024-11-09,3025,,3,4,3
3412,2024-11-09,1776,,3,4,3
2074,2024-11-09,2531,,4,4,1
4084,2024-11-09,612,,4,5,1
626,2024-11-09,2819,,3,5,3
4572,2024-11-09,3059,,5,5,1
690,2024-11-09,654,,5,5,1
4237,2024-11-09,2202,,5,5,1
1355,2024-11-09,2780,,3,3,3
2078,2024-11-09,2530,,1,1,1
735,2024-11-09,923,,5,5,1
4262,2024-11-09,1119,,3,4,3
3065,2024-11-09,1920,,5,5,1
2412,2024-11-09,2244,,3,5,3
4490,2024-11-09,240,,3,4,3
3880,2024-11-09,3022,,5,5,1
2227,2024-11-09,1005,,5,5,1
184,2024-11-09,1160,,5,5,1
4229,2024-11-09,1799,,3,3,3
3553,2024-11-09,2133,,3,4,3
2355,2024-11-09,612,,5,5,1
4666,2024-11-09,1987,,5,5,1
3614,2024-11-09,2804,,5,5,1
4096,2024-11-09,3476,,3,1,3
4115,2024-11-09,2199,,5,5,1
841,2024-11-09,2005,,3,3,3
4230,2024-11-09,986,,5,5,1
4560,2024-11-09,2149,,5,5,1
3327,2024-11-09,3100,,3,3,3
4458,2024-11-09,2822,,4,4,1
744,2024-11-09,2380,,3,1,3
314,2024-11-09,1635,,5,5,1
3768,2024-11-09,3682,,5,5,1
1498,2024-11-09,1609,,4,3,1
1663,2024-11-09,612,,5,5,1
3421,2024-11-09,1663,,5,5,1
2711,2024-11-09,3568,,5,5,1
408,2024-11-09,2451,,5,5,1
1723,2024-11-09,1975,,4,4,3
4351,2024-11-09,3501,,5,5,1
3191,2024-11-09,351,,5,5,1
4383,2024-11-09,3062,,5,5,1
3407,2024-11-09,294,,3,5,3
4484,2024-11-09,3504,,2,1,2
4034,2024-11-09,219,,5,5,1
5,2024-11-09,2342,,3,3,3
4454,2024-11-09,3709,,5,5,1
2608,2024-11-09,2024,,5,5,1
1486,2024-11-09,3324,,3,3,3
3636,2024-11-09,2896,,5,5,1
2732,2024-11-09,3715,,5,5,1
2319,2024-11-09,1468,,5,5,1
1750,2024-11-09,735,,4,5,1
3719,2024-11-09,3637,,5,5,1
2529,2024-11-09,1443,,5,5,1
1730,2024-11-09,1652,,2,1,3
899,2024-11-09,2953,,5,5,1
2906,2024-11-09,3392,,3,4,1
2539,2024-11-09,745,,5,5,1
2690,2024-11-09,1921,,4,4,1
1015,2024-11-09,440,,3,4,1
2373,2024-11-09,622,,1,1,5
4138,2024-11-09,2593,,5,5,1
1598,2024-11-09,2025,,1,1,1
4328,2024-11-09,1435,,3,3,3
104,2024-11-09,2337,808,5,5,1
113,2024-11-09,3310,,5,5,1
3971,2024-11-09,1746,,3,3,3
2774,2024-11-09,3102,,5,5,1
3425,2024-11-09,1083,,3,5,3
4133,2024-11-09,349,,3,5,3
2640,2024-11-09,1397,,5,5,1
449,2024-11-09,2993,,5,5,1
4349,2024-11-09,2192,,5,5,1
347,2024-11-09,3732,,4,4,1
3375,2024-11-09,270,,5,5,1
1349,2024-11-09,2681,,3,3,1
1854,2024-11-09,384,,5,5,1
4313,2024-11-09,2933,,5,5,1
2132,2024-11-09,54,,5,5,1
1798,2024-11-09,3575,,5,5,1
1020,2024-11-09,2681,,5,5,1
2186,2024-11-09,2593,,5,5,1
683,2024-11-09,3136,,3,3,3
1688,2024-11-09,2962,,1,1,1
2191,2024-11-09,1784,,3,3,3
329,2024-11-09,3367,,5,5,1
4571,2024-11-09,132,,5,5,1
1126,2024-11-09,3637,,4,5,1
2495,2024-11-09,1724,,5,5,1
4510,2024-11-09,3290,,1,1,4
640,2024-11-09,1342,,3,5,3
3991,2024-11-09,3019,,1,3,4
4110,2024-11-09,3732,,5,5,1
3775,2024-11-09,2232,,3,4,1
3838,2024-11-09,3472,,3,3,3
3494,2024-11-09,1962,,3,5,3
1234,2024-11-09,2373,,5,5,1
4396,2024-11-09,1695,,5,5,1
4264,2024-11-09,683,,4,4,1
4486,2024-11-09,3164,,3,4,1
1119,2024-11-09,3428,,5,5,1
3331,2024-11-09,2186,,5,5,1
2300,2024-11-09,2823,,3,3,3
4553,2024-11-09,2573,,5,5,1
3611,2024-11-09,2305,,3,3,3
3930,2024-11-09,1210,,4,5,1
1728,2024-11-09,2864,,5,5,1
903,2024-11-09,2793,,3,4,1
4657,2024-11-09,1259,,3,4,1
2988,2024-11-09,2253,,3,1,3
553,2024-11-09,1575,,3,4,1
3597,2024-11-09,2136,,5,5,1
2755,2024-11-09,1574,,3,5,3
4335,2024-11-09,26,,5,5,1
326,2024-11-09,1443,,4,4,1
4228,2024-11-09,791,,5,5,1
2615,2024-11-09,3364,,3,3,3
1998,2024-11-09,2708,,3,1,1
1720,2024-11-09,2744,,5,5,1
4476,2024-11-09,3803,,3,3,1
3670,2024-11-09,1793,,5,5,1
133,2024-11-09,713,,3,5,3
3513,2024-11-09,3067,,5,5,1
121,2024-11-09,3184,,5,5,1
1075,2024-11-09,622,,3,3,3
4083,2024-11-09,1724,,5,5,1
510,2024-11-09,2552,,5,5,1
3609,2024-11-09,3428,,2,3,4
1783,2024-11-09,2962,,4,5,1
4316,2024-11-09,439,,3,3,3
847,2024-11-09,1003,,5,5,1
248,2024-11-09,1520,,5,5,1
295,2024-11-09,2304,,5,5,1
384,2024-11-09,1404,,3,4,1
3278,2024-11-09,971,,5,5,1
3297,2024-11-09,273,,5,5,1
1816,2024-11-09,2823,,5,5,1
2900,2024-11-09,3766,,3,4,1
1334,2024-11-09,1562,,5,5,1
1428,2024-11-09,892,,3,3,3
3398,2024-11-09,3803,,5,5,1
4467,2024-11-09,1299,,5,5,1
3908,2024-11-09,653,,5,5,1
3094,2024-11-09,486,,5,5,1
1830,2024-11-09,836,3798,5,5,1
4300,2024-11-09,59,,3,3,1
4475,2024-11-09,1806,,5,5,1
1087,2024-11-09,1473,,5,5,1
1748,2024-11-09,2367,,5,5,1
496,2024-11-09,339,,3,5,3
3313,2024-11-09,914,,3,3,3
277,2024-11-09,945,335,4,5,1
3021,2024-11-09,3522,,5,5,1
3450,2024-11-09,3077,,3,4,1
3136,2024-11-09,3404,,5,5,1
173,2024-11-09,3106,,1,3,4
2667,2024-11-09,1473,,3,5,3
3662,2024-11-09,389,,5,5,1
1656,2024-11-09,1566,,5,5,1
2719,2024-11-09,2132,,5,5,1
3708,2024-11-09,3237,,4,4,1
2,2024-11-09,266,,5,5,1
2764,2024-11-09,3411,,5,5,1
927,2024-11-09,2905,,5,5,1
1384,2024-11-09,917,,5,5,1
905,2024-11-09,3804,,5,5,1
769,2024-11-09,1422,,5,5,1
409,2024-11-09,3800,,3,3,3
2287,2024-11-09,2697,,5,5,1
4294,2024-11-09,1504,,5,5,1
3822,2024-11-09,2905,,3,3,1
627,2024-11-09,1431,,5,5,1
1961,2024-11-09,2875,,5,5,1
2201,2024-11-09,711,,5,5,1
642,2024-11-09,3397,,3,3,1
3814,2024-11-09,93,,5,5,1
2125,2024-11-09,3718,,1,1,5
1188,2024-11-09,798,,1,1,1
1807,2024-11-09,3156,,5,5,1
2673,2024-11-09,1495,,3,4,1
1817,2024-11-09,430,,4,5,1
1335,2024-11-09,1049,2081,5,3,1
1616,2024-11-09,2883,,3,5,3
2766,2024-11-09,2618,,5,5,1
1450,2024-11-09,277,,5,5,1
359,2024-11-09,1665,,1,1,5
3438,2024-11-09,2827,,3,3,3
2169,2024-11-09,3691,,5,5,1
4696,2024-11-09,1035,,5,5,1
665,2024-11-09,2144,,5,5,1
2704,2024-11-09,3293,,5,5,1
180,2024-11-09,2390,,5,5,1
1242,2024-11-09,542,,3,3,3
616,2024-11-09,1967,541,1,5,1
1248,2024-11-09,2734,,1,1,4
4460,2024-11-09,2875,,5,5,1
3560,2024-11-09,3333,,5,5,1
705,2024-11-09,1945,,3,4,1
779,2024-11-09,1802,,5,5,1
2709,2024-11-09,1536,,5,5,1
233,2024-11-09,1794,,3,3,3
554,2024-11-09,334,,5,5,1
2624,2024-11-09,2624,,5,5,1
420,2024-11-09,77,,5,5,1
1500,2024-11-09,2511,,5,5,1
4664,2024-11-09,1288,,5,5,1
2456,2024-11-09,2359,,5,5,1
1877,2024-11-09,2615,,5,5,1
3393,2024-11-09,2032,,4,5,1
1152,2024-11-09,365,,3,4,3
2276,2024-11-09,347,,4,4,2
2441,2024-11-09,3757,,5,5,1
1604,2024-11-09,164,,3,3,3
1317,2024-11-09,1967,407,3,3,1
1546,2024-11-09,3246,,1,1,5
2437,2024-11-09,1763,,5,5,1
2641,2024-11-09,3512,,3,4,1
2739,2024-11-09,3529,,5,5,1
1939,2024-11-09,426,,3,4,3
920,2024-11-09,914,,5,5,1
1820,2024-11-09,809,,3,3,3
959,2024-11-09,1588,,4,5,1
4130,2024-11-09,3760,,5,5,1
1506,2024-11-09,1434,,5,5,1
2472,2024-11-09,1967,1462,3,3,1
3237,2024-11-09,2842,,4,4,1
2478,2024-11-09,1473,,5,5,1
3334,2024-11-09,2037,,5,5,1
4422,2024-11-09,1764,,1,1,5
2173,2024-11-09,750,,5,5,1
1735,2024-11-09,2844,,5,5,1
4656,2024-11-09,3588,,5,5,1
3682,2024-11-09,3711,,4,4,1
2710,2024-11-09,2672,,3,5,3
1704,2024-11-09,3345,,3,5,1
2470,2024-11-09,2368,,5,5,1
2821,2024-11-09,209,,4,5,1
4527,2024-11-09,340,,1,1,4
1760,2024-11-09,1121,,5,5,1
3037,2024-11-09,1321,,5,5,1
2096,2024-11-09,1337,,4,5,1
2107,2024-11-09,728,,5,5,1
2350,2024-11-09,1487,,1,1,5
1333,2024-11-09,2377,,5,5,1
1357,2024-11-09,3435,,3,3,3
4354,2024-11-09,1425,,1,1,5
4621,2024-11-09,1324,,4,5,1
1544,2024-11-09,3102,,5,5,1
3014,2024-11-09,211,,3,3,3
4148,2024-11-09,2088,,5,5,1
2658,2024-11-09,3175,,4,5,1
576,2024-11-09,697,,5,5,1
2582,2024-11-09,3562,,5,5,1
4293,2024-11-09,3249,,5,5,1
4562,2024-11-09,1749,,5,5,1
3877,2024-11-09,1280,,5,5,1
955,2024-11-09,2433,,3,4,1
4465,2024-11-09,3562,,5,5,1
4014,2024-11-09,2428,,5,5,1
3740,2024-11-09,1142,,1,1,5
1875,2024-11-09,746,,3,3,3
194,2024-11-09,340,,2,2,4
3108,2024-11-09,408,,1,1,5
584,2024-11-09,2719,,1,1,5
1714,2024-11-09,2029,,5,5,1
1797,2024-11-09,185,,3,4,3
4414,2024-11-09,1337,335,4,5,1
3829,2024-11-09,1837,,3,5,3
2032,2024-11-09,414,,3,5,3
3565,2024-11-09,3711,,3,3,3
2024,2024-11-09,2055,,5,5,1
1581,2024-11-09,2283,,1,1,5
3394,2024-11-09,716,,5,5,1
2845,2024-11-09,2447,,5,5,1
327,2024-11-09,1063,,4,5,1
4311,2024-11-09,2844,,5,5,1
3917,2024-11-09,1426,,5,5,1
3931,2024-11-09,233,,1,1,1
3206,2024-11-09,3711,,5,5,1
1549,2024-11-09,2493,,5,5,1
1081,2024-11-09,1958,,5,5,1
2374,2024-11-09,3563,,5,5,1
4107,2024-11-09,605,,3,3,3
895,2024-11-09,1424,,5,5,1
2221,2024-11-09,3071,,1,1,5
2343,2024-11-09,2054,,5,5,1
4179,2024-11-09,2270,,5,5,1
435,2024-11-09,414,,5,5,1
3342,2024-11-09,3545,,5,5,1
1348,2024-11-09,3162,,5,5,1
914,2024-11-09,411,,5,5,1
2698,2024-11-09,1173,,5,5,1
2752,2024-11-09,1165,,1,1,4
2430,2024-11-09,3440,,5,5,1
503,2024-11-09,1076,,5,5,1
2981,2024-11-09,3298,,4,5,1
2997,2024-11-09,3167,,5,5,1
3508,2024-11-09,3705,,5,5,1
800,2024-11-09,3368,,4,5,1
1116,2024-11-09,2569,,5,5,1
2118,2024-11-09,1050,,3,3,3
1693,2024-11-09,1074,,5,5,1
1247,2024-11-09,1868,,5,5,1
2035,2024-11-09,3426,,3,5,1
918,2024-11-09,3177,,3,4,1
1765,2024-11-09,185,,5,5,1
2084,2024-11-09,1173,,5,5,1
2485,2024-11-09,3318,,5,5,1
1664,2024-11-09,968,,5,5,1
4220,2024-11-09,1169,,1,1,5
1321,2024-11-09,3298,,4,5,1
2974,2024-11-09,1528,,5,5,1
4254,2024-11-09,443,,3,5,3
102,2024-11-09,261,,1,1,5
3997,2024-11-09,1459,,5,5,1
3335,2024-11-09,867,,5,5,1
4209,2024-11-09,1103,,4,5,1
1578,2024-11-09,443,,5,5,1
2386,2024-11-09,2340,,3,3,3
2804,2024-11-09,1371,,5,5,1
2597,2024-11-09,498,,5,5,1
482,2024-11-09,2525,,3,3,3
1933,2024-11-09,1447,,4,5,1
763,2024-11-09,82,,1,1,5
4061,2024-11-09,1644,,1,1,5
3939,2024-11-09,586,,5,5,1
865,2024-11-09,2857,,5,5,1
42,2024-11-09,1840,,3,4,1
1113,2024-11-09,2764,,5,5,1
1011,2024-11-09,1789,,1,1,5
1477,2024-11-09,3242,,1,1,5
3051,2024-11-09,1774,2984,3,3,4
2890,2024-11-09,1498,,4,4,2
1244,2024-11-09,717,,1,1,5
1219,2024-11-09,3571,,5,5,1
1115,2024-11-09,1832,,3,5,3
4481,2024-11-09,1816,,4,4,2
4271,2024-11-09,2764,,5,5,1
1990,2024-11-09,2706,,5,5,1
2247,2024-11-09,2573,,3,4,3
1945,2024-11-09,2043,,5,5,1
1746,2024-11-09,2447,,5,5,1
1404,2024-11-09,1007,,3,5,3
3465,2024-11-09,1370,,1,1,5
2265,2024-11-09,2466,,5,5,1
2155,2024-11-09,2516,,3,4,2
3616,2024-11-09,2752,,5,5,1
3657,2024-11-09,1641,,5,5,1
159,2024-11-09,2137,,1,1,5
1766,2024-11-09,3401,,4,4,1
4163,2024-11-09,298,,5,5,1
1819,2024-11-09,2791,,5,5,1
1927,2024-11-09,1821,,3,4,1
2147,2024-11-09,276,,3,4,1
1733,2024-11-09,942,,5,5,1
458,2024-11-09,2886,,1,1,5
1943,2024-11-09,1253,,1,1,5
2745,2024-11-09,2516,1901,3,4,2
492,2024-11-09,1863,,5,5,1
3346,2024-11-09,2151,,2,2,4
4395,2024-11-09,3154,,5,5,1
4016,2024-11-09,2251,,5,5,1
1253,2024-11-09,3494,,5,5,1
3577,2024-11-09,1299,,3,3,3
328,2024-11-09,3043,,3,3,3
2097,2024-11-09,604,,3,4,3
4170,2024-11-09,2043,,4,4,1
1286,2024-11-09,2462,,5,5,1
2730,2024-11-09,3700,,5,5,1
3504,2024-11-09,1532,,5,5,1
1938,2024-11-09,1199,,3,4,1
1246,2024-11-09,1723,,1,1,5
1800,2024-11-09,2598,,3,1,3
45,2024-11-09,2555,,5,5,1
18,2024-11-09,3249,,5,5,1
1627,2024-11-09,3082,,3,3,3
2687,2024-11-09,1070,,1,1,1
2433,2024-11-09,768,,5,5,1
1968,2024-11-09,3647,,5,5,1
2574,2024-11-09,1033,,5,5,1
4147,2024-11-09,378,,5,5,1
2034,2024-11-09,1816,,3,3,3
1503,2024-11-09,2135,,1,3,4
3835,2024-11-09,2774,,3,5,3
4655,2024-11-09,3185,,1,1,5
2422,2024-11-09,2668,,5,5,1
3026,2024-11-09,3388,,5,5,1
1065,2024-11-09,2265,,5,5,1
206,2024-11-09,559,,5,5,1
4408,2024-11-09,2422,,5,5,1
1593,2024-11-09,709,,5,5,1
2419,2024-11-09,1320,1090,3,3,2
4003,2024-11-09,927,,5,5,1
3268,2024-11-09,1230,,3,4,1
2910,2024-11-09,1747,,5,5,1
1726,2024-11-09,3675,,3,5,3
4185,2024-11-09,3741,,3,4,1
4433,2024-11-09,526,,5,5,1
3839,2024-11-09,1352,,5,5,1
533,2024-11-09,993,,1,1,5
3156,2024-11-09,2627,,5,5,1
2684,2024-11-09,1245,,5,5,1
138,2024-11-09,818,,5,5,1
4347,2024-11-09,3272,,1,1,5
13,2024-11-09,2193,,5,5,1
3642,2024-11-09,1382,,5,5,1
534,2024-11-09,399,,4,4,1
1315,2024-11-09,1186,,1,1,1
3972,2024-11-09,1470,,5,5,1
612,2024-11-09,1726,,1,1,5
619,2024-11-09,1829,,5,5,1
1673,2024-11-09,2664,,5,5,1
4509,2024-11-09,870,,3,5,3
3796,2024-11-09,1662,,1,1,5
4072,2024-11-09,993,,5,5,1
1110,2024-11-09,2946,,3,1,3
995,2024-11-09,2193,,5,5,1
3502,2024-11-09,2895,,1,1,5
3061,2024-11-09,2168,,5,5,1
4212,2024-11-09,69,,5,5,1
1781,2024-11-09,2057,,2,1,3
2544,2024-11-09,2983,,5,5,1
4352,2024-11-09,559,,5,5,1
1031,2024-11-09,3402,,5,5,1
3153,2024-11-09,2456,,5,5,1
2238,2024-11-09,1352,,5,5,1
301,2024-11-09,1910,,5,5,1
2277,2024-11-09,1202,,5,5,1
308,2024-11-09,291,,5,5,1
4557,2024-11-09,102,,5,5,1
2046,2024-11-09,1925,,5,5,1
3973,2024-11-09,3377,,5,5,1
2560,2024-11-09,1549,,4,4,1
1715,2024-11-09,2040,,1,1,5
2009,2024-11-09,3199,,5,5,1
499,2024-11-09,2884,,3,3,3
2513,2024-11-09,102,,5,5,1
2318,2024-11-09,1349,,5,5,1
3580,2024-11-09,2576,133,4,5,1
839,2024-11-09,1813,,5,5,1
4201,2024-11-09,934,,5,5,1
3424,2024-11-09,1052,,1,1,1
2688,2024-11-09,1469,,5,5,1
931,2024-11-09,2193,,3,3,3
598,2024-11-09,152,,5,5,1
1650,2024-11-09,3389,,1,1,4
3057,2024-11-09,3710,,5,5,1
2160,2024-11-09,1265,,4,4,2
51,2024-11-09,2516,3613,3,4,2
144,2024-11-09,2761,,1,1,5
430,2024-11-09,3215,,3,4,1
1422,2024-11-09,2208,,3,3,3
4266,2024-11-09,2951,,5,5,1
2458,2024-11-09,2805,,1,1,1
234,2024-11-09,890,,3,5,3
4267,2024-11-09,693,,5,5,1
2301,2024-11-09,2477,,5,5,1
3896,2024-11-09,230,,1,1,5
1433,2024-11-09,1957,,5,5,1
150,2024-11-09,1154,,5,5,1
3794,2024-11-09,2500,,5,5,1
3442,2024-11-09,1798,,5,5,1
582,2024-11-09,3450,,1,1,4
400,2024-11-09,89,,5,5,1
1835,2024-11-09,1873,,5,5,1
2567,2024-11-09,1512,,3,4,1
3974,2024-11-09,1205,,5,5,1
922,2024-11-09,2917,,3,4,1
3330,2024-11-09,685,,4,5,1
108,2024-11-09,853,,3,3,3
4082,2024-11-09,359,,1,1,5
